investment_id,funding_round_id,funded_object_id,investor_object_id,created_at,updated_at
96,55,c:1896,f:57,2008-01-30 12:34:45,2008-08-12 18:01:07
97,59,c:80,f:62,2007-06-27 10:37:19,2008-04-27 22:46:38
98,59,c:80,f:61,2007-06-27 10:37:19,2008-04-27 22:46:38
99,59,c:80,f:3,2007-06-27 10:37:19,2008-04-27 22:46:38
100,60,c:80,f:62,2007-06-27 10:39:49,2008-04-27 22:46:38
101,60,c:80,f:61,2007-06-27 10:39:49,2008-04-27 22:46:38
102,60,c:80,f:63,2007-06-27 10:39:49,2008-04-27 22:46:38
103,60,c:80,f:3,2007-06-27 10:39:49,2008-04-27 22:46:38
104,61,c:80,f:62,2007-06-27 10:43:34,2008-04-27 22:46:38
105,61,c:80,f:3,2007-06-27 10:43:34,2008-04-27 22:46:38
106,62,c:82,f:1,2007-06-28 07:32:43,2013-03-26 23:05:38
107,62,c:82,f:3181,2007-06-28 07:32:43,2013-03-26 23:05:38
108,63,c:82,f:1,2007-06-28 07:33:14,2013-03-26 23:05:39
109,64,c:83,f:18,2007-06-28 07:55:00,2010-03-06 00:28:43
110,64,c:83,f:30,2007-06-28 07:55:00,2010-03-06 00:28:43
111,65,c:84,f:29,2007-06-28 08:07:50,2013-06-19 11:16:20
112,65,c:84,f:41,2007-06-28 08:07:50,2013-06-19 11:16:20
113,66,c:84,f:41,2007-06-28 08:20:23,2013-06-19 11:16:20
114,66,c:84,f:262,2007-06-28 08:20:23,2013-06-19 11:16:20
115,67,c:86,f:64,2007-06-28 08:33:24,2010-04-12 02:11:34
116,67,c:86,f:13,2007-06-28 08:33:24,2010-04-12 02:11:34
117,69,c:89,f:120,2007-06-28 09:04:11,2008-05-10 17:30:20
118,69,c:89,f:121,2007-06-28 09:04:11,2008-05-10 17:30:20
119,70,c:90,f:42,2007-06-28 09:10:05,2009-03-12 23:51:45
120,70,c:90,f:61,2007-06-28 09:10:05,2009-03-12 23:51:45
121,71,c:91,f:116,2007-06-28 09:30:20,2008-06-25 17:10:28
122,71,c:91,f:408,2007-06-28 09:30:20,2008-06-25 17:10:28
123,72,c:93,f:26,2008-02-05 22:44:23,2008-05-16 04:12:02
124,73,c:85,f:17,2007-06-29 14:02:34,2008-03-19 09:08:59
125,75,c:63,f:17,2007-06-30 22:15:32,2008-02-25 00:24:00
126,76,c:63,f:17,2007-06-30 22:16:23,2008-02-25 00:24:00
127,77,c:7299,f:47,2007-06-30 22:42:58,2008-04-16 17:09:12
128,78,c:60,f:1132,2007-07-02 19:58:09,2008-05-26 01:16:21
129,79,c:62,f:26,2007-07-03 05:28:59,2013-12-11 13:03:57
130,79,c:62,f:18,2007-07-03 05:28:59,2013-12-11 13:03:57
131,80,c:73,f:65,2007-07-03 06:11:09,2008-02-25 00:24:01
132,81,c:96,f:7,2007-07-03 06:48:28,2008-05-14 17:52:11
133,81,c:96,f:68,2007-07-03 06:48:28,2008-05-14 17:52:11
134,81,c:96,f:66,2007-07-03 06:48:28,2008-05-14 17:52:11
135,81,c:96,f:67,2007-07-03 06:48:28,2008-05-14 17:52:11
136,82,c:96,f:68,2007-07-03 06:50:53,2008-05-14 17:52:11
137,82,c:96,f:66,2007-07-03 06:50:53,2008-05-14 17:52:11
138,82,c:96,f:67,2007-07-03 06:50:53,2008-05-14 17:52:11
139,83,c:97,f:70,2007-07-03 07:36:32,2008-10-29 20:14:24
140,83,c:97,f:69,2007-07-03 07:36:32,2008-10-29 20:14:24
141,83,c:97,f:71,2007-07-03 07:36:32,2008-10-29 20:14:24
142,84,c:97,f:70,2007-07-03 07:37:57,2009-10-21 17:21:51
143,84,c:97,f:69,2007-07-03 07:37:57,2009-10-21 17:21:51
144,85,c:4,f:1,2007-07-04 04:56:09,2008-02-27 23:14:29
145,85,c:4,f:2,2007-07-04 04:56:09,2008-02-27 23:14:29
146,85,c:4,f:4850,2007-07-04 04:56:09,2008-02-27 23:14:29
147,85,c:4,f:3181,2007-07-04 04:56:09,2008-02-27 23:14:29
148,86,c:25732,f:72,2007-07-05 05:29:20,2013-08-21 19:47:58
149,86,c:25732,f:13,2007-07-05 05:29:20,2013-08-21 19:47:58
150,86,c:25732,f:235,2007-07-05 05:29:20,2013-08-21 19:47:58
151,87,c:103,f:17,2007-07-06 06:21:56,2008-06-17 17:40:43
152,88,c:105,f:73,2007-07-06 11:15:10,2008-04-15 04:02:05
153,88,c:105,f:1287,2007-07-06 11:15:10,2008-04-15 04:02:05
154,89,c:105,f:75,2007-07-06 11:18:04,2008-04-10 00:35:28
155,89,c:105,f:74,2007-07-06 11:18:04,2008-04-10 00:35:28
156,89,c:105,f:76,2007-07-06 11:18:04,2008-04-10 00:35:28
157,90,c:107,f:77,2007-07-07 08:06:43,2008-06-19 00:32:49
158,90,c:107,f:79,2007-07-07 08:06:43,2008-06-19 00:32:49
159,90,c:107,f:50,2007-07-07 08:06:43,2008-06-19 00:32:49
160,90,c:107,f:80,2007-07-07 08:06:43,2008-06-19 00:32:49
161,91,c:107,f:1557,2007-07-07 08:07:24,2008-06-19 00:32:49
162,92,c:106,f:82,2007-07-07 08:39:37,2013-10-14 23:26:04
163,92,c:106,f:81,2007-07-07 08:39:37,2013-10-14 23:26:04
164,93,c:109,f:29,2008-02-05 22:44:24,2013-04-18 15:56:02
165,93,c:109,f:1396,2008-02-05 22:44:24,2013-04-18 15:56:02
166,93,c:109,f:446,2008-02-05 22:44:24,2013-04-18 15:56:02
167,94,c:112,f:30,2007-07-10 06:10:15,2010-03-06 00:31:11
168,95,c:113,f:48,2007-07-10 06:24:45,2013-07-11 09:19:10
169,96,c:113,f:42,2007-07-10 06:26:12,2013-07-11 09:19:10
170,97,c:47,f:84,2007-07-10 13:49:46,2008-04-18 23:44:13
171,99,c:47,f:3181,2007-07-10 19:58:30,2013-03-26 23:02:22
172,100,c:121,f:176,2008-02-05 22:44:24,2008-06-06 19:03:30
173,100,c:121,f:1166,2008-02-05 22:44:24,2008-06-06 19:03:30
174,100,c:121,f:85,2008-02-05 22:44:24,2008-06-06 19:03:30
175,105,c:126,f:87,2007-07-11 03:27:51,2008-02-25 00:24:02
176,105,c:126,f:86,2007-07-11 03:27:51,2008-02-25 00:24:02
177,105,c:126,f:88,2007-07-11 03:27:51,2008-02-25 00:24:02
178,105,c:126,f:73,2007-07-11 03:27:51,2008-02-25 00:24:02
179,107,c:126,f:73,2007-07-11 03:32:58,2008-02-25 00:24:02
180,109,c:128,f:89,2007-07-11 07:06:01,2008-02-25 00:24:03
181,109,c:128,f:90,2007-07-11 07:06:01,2008-02-25 00:24:03
182,110,c:128,f:1,2007-07-11 07:07:27,2008-02-25 00:24:03
183,110,c:128,f:89,2007-07-11 07:07:27,2008-02-25 00:24:03
184,110,c:128,f:90,2007-07-11 07:07:27,2008-02-25 00:24:03
185,111,c:128,f:1,2007-07-11 07:21:53,2008-02-25 00:24:03
186,111,c:128,f:89,2007-07-11 07:21:53,2008-02-25 00:24:03
187,111,c:128,f:93,2007-07-11 07:21:53,2008-02-25 00:24:03
188,111,c:128,f:92,2007-07-11 07:21:53,2008-02-25 00:24:03
189,111,c:128,f:91,2007-07-11 07:21:53,2008-02-25 00:24:03
190,111,c:128,f:90,2007-07-11 07:21:53,2008-02-25 00:24:03
191,112,c:118,f:29,2007-07-11 08:09:34,2013-06-28 11:51:41
192,112,c:118,f:851,2007-07-11 08:09:34,2013-06-28 11:51:41
193,114,c:132,f:18,2007-07-11 10:27:23,2010-03-06 00:32:03
194,115,c:131,f:29,2007-07-11 11:33:00,2013-08-09 11:46:56
195,115,c:131,f:94,2007-07-11 11:33:00,2013-08-09 11:46:56
196,115,c:131,f:17,2007-07-11 11:33:00,2013-08-09 11:46:56
197,116,c:131,f:94,2007-07-11 11:35:33,2013-08-09 11:46:57
198,116,c:131,f:95,2007-07-11 11:35:33,2013-08-09 11:46:57
199,116,c:131,f:17,2007-07-11 11:35:33,2013-08-09 11:46:57
200,117,c:135,f:105,2007-07-11 11:44:37,2008-04-14 05:05:58
201,118,c:134,f:96,2007-07-11 15:58:31,2009-03-17 18:43:34
202,119,c:138,f:18,2007-07-11 16:28:29,2008-05-28 19:04:51
203,120,c:138,f:4,2007-07-11 16:32:43,2008-05-28 19:04:56
204,120,c:138,f:18,2007-07-11 16:32:43,2008-05-28 19:04:56
205,121,c:142,f:105,2007-07-12 04:30:44,2008-03-13 14:13:11
206,122,c:140,f:101,2007-07-12 09:46:52,2009-08-31 18:30:09
207,122,c:140,f:66,2007-07-12 09:46:52,2009-08-31 18:30:09
208,122,c:140,f:61,2007-07-12 09:46:52,2009-08-31 18:30:09
209,122,c:140,f:6,2007-07-12 09:46:52,2009-08-31 18:30:09
210,123,c:140,f:101,2007-07-12 09:48:24,2008-06-11 00:13:55
211,123,c:140,f:6,2007-07-12 09:48:24,2008-06-11 00:13:55
212,125,c:139,f:55,2007-07-12 07:17:50,2008-02-25 00:24:04
213,126,c:139,f:55,2007-07-12 07:18:30,2008-02-25 00:24:04
214,127,c:141,f:24,2007-07-12 09:15:16,2008-02-25 00:24:04
215,127,c:141,f:29,2007-07-12 09:15:16,2008-02-25 00:24:04
216,127,c:141,f:97,2007-07-12 09:15:16,2008-02-25 00:24:04
217,128,c:153,f:48,2007-07-12 09:58:43,2009-04-09 03:46:04
218,128,c:153,f:102,2007-07-12 09:58:43,2009-04-09 03:46:04
219,128,c:153,f:100,2007-07-12 09:58:43,2009-04-09 03:46:04
220,128,c:153,f:2,2007-07-12 09:58:43,2009-04-09 03:46:04
221,129,c:153,f:48,2007-07-12 10:05:47,2008-05-26 01:06:53
222,129,c:153,f:102,2007-07-12 10:05:47,2008-05-26 01:06:53
223,129,c:153,f:100,2007-07-12 10:05:47,2008-05-26 01:06:53
224,129,c:153,f:2,2007-07-12 10:05:47,2008-05-26 01:06:53
225,129,c:153,f:1080,2007-07-12 10:05:47,2008-05-26 01:06:53
226,131,c:155,f:26,2007-07-12 11:27:36,2012-06-05 03:24:29
227,131,c:155,f:25,2007-07-12 11:27:36,2012-06-05 03:24:29
228,131,c:155,f:91,2007-07-12 11:27:36,2012-06-05 03:24:29
229,131,c:155,f:741,2007-07-12 11:27:36,2012-06-05 03:24:29
230,132,c:156,f:109,2007-07-12 12:18:53,2008-03-12 01:07:22
231,132,c:156,f:94,2007-07-12 12:18:53,2008-03-12 01:07:22
232,132,c:156,f:13,2007-07-12 12:18:53,2008-03-12 01:07:22
233,133,c:156,f:109,2007-07-12 12:19:32,2008-03-12 01:07:22
234,133,c:156,f:94,2007-07-12 12:19:32,2008-03-12 01:07:22
235,133,c:156,f:13,2007-07-12 12:19:32,2008-03-12 01:07:22
236,134,c:156,f:94,2007-07-12 12:21:23,2008-03-12 01:07:22
237,134,c:156,f:13,2007-07-12 12:21:23,2008-03-12 01:07:22
238,134,c:156,f:636,2007-07-12 12:21:23,2008-03-12 01:07:22
239,135,c:77,f:13,2007-07-12 12:46:05,2008-03-04 21:19:43
240,135,c:77,f:773,2007-07-12 12:46:05,2008-03-04 21:19:43
241,136,c:157,f:105,2007-07-12 13:05:04,2009-02-02 20:43:46
242,136,c:157,f:95,2007-07-12 13:05:04,2009-02-02 20:43:46
243,137,c:149,f:107,2007-07-13 07:04:01,2013-08-14 03:12:46
244,138,c:149,f:4,2007-07-13 07:06:15,2013-08-14 03:12:47
245,138,c:149,f:26,2007-07-13 07:06:15,2013-08-14 03:12:47
246,138,c:149,f:80,2007-07-13 07:06:15,2013-08-14 03:12:47
247,139,c:149,f:4,2007-07-13 07:09:01,2013-08-14 03:12:47
248,139,c:149,f:26,2007-07-13 07:09:01,2013-08-14 03:12:47
249,139,c:149,f:80,2007-07-13 07:09:01,2013-08-14 03:12:47
250,139,c:149,f:107,2007-07-13 07:09:01,2013-08-14 03:12:47
251,139,c:149,f:262,2007-07-13 07:09:01,2013-08-14 03:12:47
252,140,c:162,f:111,2007-07-14 02:02:48,2008-07-23 23:32:05
253,140,c:162,f:18,2007-07-14 02:02:48,2008-07-23 23:32:05
254,140,c:162,f:110,2007-07-14 02:02:48,2008-07-23 23:32:05
255,141,c:161,f:50,2007-07-14 05:06:48,2008-07-22 00:58:15
256,141,c:161,f:112,2007-07-14 05:06:48,2008-07-22 00:58:15
257,141,c:161,f:80,2007-07-14 05:06:48,2008-07-22 00:58:15
258,142,c:161,f:113,2007-07-14 05:10:47,2008-07-22 00:58:15
259,142,c:161,f:50,2007-07-14 05:10:47,2008-07-22 00:58:15
260,142,c:161,f:112,2007-07-14 05:10:47,2008-07-22 00:58:15
261,142,c:161,f:80,2007-07-14 05:10:47,2008-07-22 00:58:15
262,142,c:161,f:1287,2007-07-14 05:10:47,2008-07-22 00:58:15
263,143,c:164,f:1635,2007-07-14 11:08:29,2013-10-25 12:12:19
264,144,c:164,f:116,2007-07-14 11:10:54,2013-10-25 12:12:19
265,145,c:169,f:48,2007-07-14 11:58:19,2008-05-20 01:50:52
266,145,c:169,f:4,2007-07-14 11:58:19,2008-05-20 01:50:52
267,146,c:357,f:49,2007-08-08 05:34:34,2008-02-25 00:24:05
268,147,c:170,f:17,2007-07-16 02:25:19,2008-02-25 00:24:05
269,148,c:170,f:118,2007-07-16 02:26:29,2008-02-25 00:24:05
270,148,c:170,f:17,2007-07-16 02:26:29,2008-02-25 00:24:05
271,149,c:173,f:17,2007-07-16 14:32:55,2008-05-01 04:01:35
272,149,c:173,f:74,2007-07-16 14:32:55,2008-05-01 04:01:35
273,150,c:173,f:26,2007-07-16 14:34:46,2008-05-01 04:01:35
274,152,c:176,f:17,2007-07-17 05:13:59,2013-05-28 12:36:40
275,153,c:176,f:1,2007-07-17 05:14:35,2013-05-28 12:36:40
276,154,c:176,f:42,2007-07-17 05:22:32,2013-05-28 12:36:40
277,154,c:176,f:319,2007-07-17 05:22:32,2013-05-28 12:36:40
278,155,c:177,f:122,2007-07-17 05:26:14,2010-04-22 14:25:24
279,158,c:179,f:111,2007-07-17 07:05:07,2008-02-25 00:24:05
280,159,c:179,f:123,2007-07-17 07:13:01,2008-02-25 00:24:06
281,160,c:175,f:124,2007-07-17 08:42:08,2008-02-25 00:24:06
282,161,c:180,f:125,2007-07-17 09:10:28,2009-12-21 22:48:15
283,161,c:180,f:126,2007-07-17 09:10:28,2009-12-21 22:48:15
284,161,c:180,f:127,2007-07-17 09:10:28,2009-12-21 22:48:15
285,161,c:180,f:128,2007-07-17 09:10:28,2009-12-21 22:48:15
286,161,c:180,f:67,2007-07-17 09:10:28,2009-12-21 22:48:15
287,162,c:181,f:129,2007-07-17 09:31:06,2010-03-06 00:27:45
288,163,c:182,f:130,2007-07-17 11:45:41,2008-06-18 22:27:25
289,168,c:183,f:26,2007-07-18 02:00:52,2013-05-03 02:12:20
290,169,c:187,f:133,2007-07-18 04:45:27,2008-02-25 07:32:03
291,169,c:187,f:131,2007-07-18 04:45:27,2008-02-25 07:32:03
292,169,c:187,f:132,2007-07-18 04:45:27,2008-02-25 07:32:03
293,170,c:187,f:133,2007-07-18 04:51:41,2008-02-25 07:32:03
294,170,c:187,f:131,2007-07-18 04:51:41,2008-02-25 07:32:03
295,171,c:187,f:134,2007-07-18 04:55:03,2008-05-21 18:42:36
296,171,c:187,f:133,2007-07-18 04:55:03,2008-05-21 18:42:36
297,171,c:187,f:131,2007-07-18 04:55:03,2008-05-21 18:42:36
298,173,c:180,f:127,2007-07-18 06:30:19,2009-12-21 22:48:15
299,173,c:180,f:128,2007-07-18 06:30:19,2009-12-21 22:48:15
300,174,c:180,f:126,2007-07-18 06:32:30,2009-12-21 22:48:15
301,175,c:180,f:135,2007-07-18 06:33:38,2009-12-21 22:48:15
302,176,c:192,f:148,2007-07-18 07:02:03,2013-06-27 20:21:35
303,176,c:192,f:172,2007-07-18 07:02:03,2013-06-27 20:21:35
304,176,c:192,f:3181,2007-07-18 07:02:03,2013-06-27 20:21:35
305,177,c:253,f:1333,2007-07-24 10:56:39,2009-01-27 21:48:06
306,178,c:253,f:1333,2007-07-24 10:58:44,2009-01-27 21:48:07
307,179,c:253,f:169,2007-07-24 11:12:33,2009-01-27 21:48:07
308,180,c:253,f:169,2007-07-24 11:18:49,2009-01-27 21:48:07
309,181,c:190,f:367,2007-07-18 08:15:32,2013-06-27 20:21:08
310,181,c:190,f:235,2007-07-18 08:15:32,2013-06-27 20:21:08
311,182,c:191,f:137,2007-07-18 08:24:39,2008-10-16 20:22:21
312,182,c:191,f:135,2007-07-18 08:24:39,2008-10-16 20:22:21
313,182,c:191,f:18,2007-07-18 08:24:39,2008-10-16 20:22:21
314,183,c:191,f:139,2007-07-18 08:29:51,2008-04-12 19:14:32
315,183,c:191,f:137,2007-07-18 08:29:51,2008-04-12 19:14:32
316,183,c:191,f:140,2007-07-18 08:29:51,2008-04-12 19:14:32
317,183,c:191,f:18,2007-07-18 08:29:51,2008-04-12 19:14:32
318,183,c:191,f:129,2007-07-18 08:29:51,2008-04-12 19:14:32
319,184,c:194,f:74,2007-07-18 09:42:30,2008-03-18 00:21:53
320,185,c:195,f:141,2007-07-18 10:18:53,2013-11-14 04:17:32
321,185,c:195,f:26,2007-07-18 10:18:53,2013-11-14 04:17:32
322,185,c:195,f:89,2007-07-18 10:18:53,2013-11-14 04:17:32
323,185,c:195,f:136,2007-07-18 10:18:53,2013-11-14 04:17:32
324,185,c:195,f:771,2007-07-18 10:18:53,2013-11-14 04:17:32
325,186,c:197,f:109,2007-07-18 12:23:37,2008-02-25 00:24:07
326,186,c:197,f:1,2007-07-18 12:23:37,2008-02-25 00:24:07
327,187,c:195,f:141,2007-07-18 12:52:41,2013-11-14 04:17:32
328,187,c:195,f:89,2007-07-18 12:52:41,2013-11-14 04:17:32
329,187,c:195,f:136,2007-07-18 12:52:41,2013-11-14 04:17:32
330,187,c:195,f:771,2007-07-18 12:52:41,2013-11-14 04:17:32
331,188,c:195,f:89,2007-07-18 12:53:37,2013-11-14 04:17:32
332,189,c:199,f:3276,2007-07-18 15:56:25,2013-05-01 02:50:56
333,189,c:199,f:1212,2007-07-18 15:56:25,2013-05-01 02:50:56
334,190,c:203,f:130,2007-07-19 04:49:15,2008-06-05 15:41:12
335,190,c:203,f:144,2007-07-19 04:49:15,2008-06-05 15:41:12
336,190,c:203,f:145,2007-07-19 04:49:15,2008-06-05 15:41:12
337,191,c:208,f:1,2007-07-19 06:15:22,2009-02-10 10:33:15
338,191,c:208,f:13,2007-07-19 06:15:22,2009-02-10 10:33:15
339,192,c:208,f:146,2007-07-19 06:26:17,2009-02-10 10:33:15
340,193,c:206,f:149,2007-07-19 06:37:06,2013-07-31 07:42:56
341,193,c:206,f:26,2007-07-19 06:37:06,2013-07-31 07:42:56
342,193,c:206,f:2,2007-07-19 06:37:06,2013-07-31 07:42:56
343,194,c:206,f:26,2007-07-19 06:38:52,2013-07-31 07:42:56
344,194,c:206,f:2,2007-07-19 06:38:52,2013-07-31 07:42:56
345,195,c:158,f:41,2007-07-19 06:58:38,2008-02-25 00:24:08
346,195,c:158,f:114,2007-07-19 06:58:38,2008-02-25 00:24:08
347,197,c:210,f:23,2007-07-19 07:56:00,2008-03-10 01:51:03
348,198,c:211,f:26,2008-02-05 22:44:26,2008-09-23 01:23:26
349,198,c:211,f:1047,2008-02-05 22:44:26,2008-09-23 01:23:26
350,198,c:211,f:242,2008-02-05 22:44:26,2008-09-23 01:23:26
351,198,c:211,f:379,2008-02-05 22:44:26,2008-09-23 01:23:26
352,199,c:211,f:26,2007-07-19 14:32:10,2013-06-03 03:33:06
353,199,c:211,f:6,2007-07-19 14:32:10,2013-06-03 03:33:06
354,199,c:211,f:1047,2007-07-19 14:32:10,2013-06-03 03:33:06
355,199,c:211,f:242,2007-07-19 14:32:10,2013-06-03 03:33:06
356,199,c:211,f:379,2007-07-19 14:32:10,2013-06-03 03:33:06
357,199,c:211,f:3181,2007-07-19 14:32:10,2013-06-03 03:33:06
358,201,c:220,f:94,2007-07-20 05:16:29,2008-06-19 20:31:23
359,201,c:220,f:3181,2007-07-20 05:16:29,2008-06-19 20:31:23
360,202,c:219,f:152,2007-07-20 06:10:57,2009-07-24 19:40:33
361,203,c:221,f:120,2007-07-20 06:45:48,2011-09-22 16:49:56
362,203,c:221,f:153,2007-07-20 06:45:48,2011-09-22 16:49:56
363,204,c:229,f:123,2007-07-20 09:53:49,2008-02-25 00:24:08
364,204,c:229,f:18,2007-07-20 09:53:49,2008-02-25 00:24:08
365,205,c:229,f:154,2007-07-20 09:54:32,2008-02-25 00:24:08
366,205,c:229,f:123,2007-07-20 09:54:32,2008-02-25 00:24:08
367,205,c:229,f:18,2007-07-20 09:54:32,2008-02-25 00:24:08
368,206,c:163,f:264,2007-07-20 10:09:04,2008-11-25 00:01:46
369,206,c:163,f:265,2007-07-20 10:09:04,2008-11-25 00:01:46
370,206,c:163,f:266,2007-07-20 10:09:04,2008-11-25 00:01:46
371,207,c:163,f:264,2007-07-20 10:09:31,2008-11-25 00:01:47
372,207,c:163,f:265,2007-07-20 10:09:31,2008-11-25 00:01:47
373,207,c:163,f:266,2007-07-20 10:09:31,2008-11-25 00:01:47
374,209,c:231,f:4,2007-07-20 12:19:14,2009-02-23 10:17:35
375,212,c:234,f:2,2007-07-20 13:03:20,2013-08-21 21:30:10
376,213,c:234,f:26,2007-07-20 13:06:13,2013-08-21 21:30:10
377,213,c:234,f:155,2007-07-20 13:06:13,2013-08-21 21:30:10
378,216,c:237,f:158,2008-02-05 22:44:27,2013-11-01 05:24:40
379,217,c:235,f:12,2007-07-21 08:21:39,2013-07-09 13:10:18
380,217,c:235,f:29,2007-07-21 08:21:39,2013-07-09 13:10:18
381,217,c:235,f:268,2007-07-21 08:21:39,2013-07-09 13:10:18
382,218,c:239,f:134,2007-07-21 14:24:27,2013-11-15 07:12:19
383,218,c:239,f:242,2007-07-21 14:24:27,2013-11-15 07:12:19
384,220,c:243,f:116,2007-07-23 14:20:54,2010-04-02 20:07:26
385,222,c:245,f:61,2007-07-24 02:09:55,2009-06-17 01:02:37
387,224,c:246,f:29,2008-02-05 22:44:27,2011-08-04 19:13:54
388,224,c:246,f:507,2008-02-05 22:44:27,2011-08-04 19:13:54
389,226,c:126,f:166,2007-07-24 07:56:45,2008-02-25 00:24:09
390,227,c:126,f:166,2007-07-24 07:57:20,2008-02-25 00:24:10
391,228,c:247,f:168,2007-07-24 08:18:49,2008-02-25 00:24:10
392,229,c:249,f:139,2007-07-24 08:31:06,2008-02-25 00:24:10
393,229,c:249,f:45,2007-07-24 08:31:06,2008-02-25 00:24:10
394,230,c:253,f:169,2007-07-24 11:20:47,2010-02-16 11:22:43
395,230,c:253,f:1996,2007-07-24 11:20:47,2010-02-16 11:22:43
396,230,c:253,f:1997,2007-07-24 11:20:47,2010-02-16 11:22:43
397,232,c:266,f:174,2007-07-25 06:05:44,2013-11-18 13:03:43
398,232,c:266,f:80,2007-07-25 06:05:44,2013-11-18 13:03:43
399,233,c:266,f:116,2007-07-25 06:10:30,2013-11-18 13:03:43
400,234,c:270,f:175,2007-07-25 06:30:47,2008-05-22 18:00:31
401,236,c:270,f:176,2007-07-25 06:39:19,2008-05-22 18:00:31
402,236,c:270,f:175,2007-07-25 06:39:19,2008-05-22 18:00:31
403,237,c:271,f:177,2007-07-25 07:53:10,2011-06-01 19:05:56
404,238,c:264,f:123,2007-07-25 10:43:40,2008-05-15 23:18:22
405,238,c:264,f:507,2007-07-25 10:43:40,2008-05-15 23:18:22
406,239,c:277,f:178,2007-07-25 11:54:44,2008-06-06 17:19:04
